WAREHOUSE_CODE,CENTRAL_PINCODE,HOUR,DELIVERY_TYPE,ETA_TO_MEAN,ETA_TO_P90,TAT_MEAN,TAT_P90
6.0,3.0,10,non_rapid,70.0,39.0,32.747126436781606,30.0
6.0,3.0,10,rapid,1.5223684210526316,0.0,0.718421052631579,0.0
6.0,3.0,11,non_rapid,82.725,43.0,21.525,25.0
6.0,3.0,11,rapid,0.3398373983739837,0.0,1.0260162601626015,0.0
6.0,3.0,12,non_rapid,69.68831168831169,43.0,25.194805194805195,27.0
6.0,3.0,12,rapid,0.4630952380952381,0.0,0.7702380952380953,0.0
6.0,3.0,13,non_rapid,62.172413793103445,46.0,25.689655172413797,28.0
6.0,3.0,13,rapid,0.175632911392405,0.0,0.884493670886076,0.0
6.0,3.0,14,non_rapid,70.52,46.0,22.2,25.5
6.0,3.0,14,rapid,0.2943201376936317,0.0,1.2943201376936315,0.0
6.0,3.0,15,non_rapid,78.62264150943396,46.0,34.24528301886792,28.0
6.0,3.0,15,rapid,0.1600688468158347,0.0,1.3029259896729777,0.0
6.0,3.0,16,non_rapid,53.04878048780488,46.0,42.95121951219512,27.0
6.0,3.0,16,rapid,0.1121642969984202,0.0,0.985781990521327,0.0
6.0,3.0,17,non_rapid,63.326530612244895,46.0,32.08163265306123,25.0
6.0,3.0,17,rapid,0.599713055954089,0.0,1.1606886657101865,0.0
6.0,3.0,18,non_rapid,94.10909090909092,46.0,32.56363636363636,25.0
6.0,3.0,18,rapid,0.3949579831932773,0.0,1.2899159663865547,0.0
6.0,3.0,19,non_rapid,73.0,44.0,33.5,25.0
6.0,3.0,19,rapid,1.519727891156463,0.0,2.284353741496598,0.0
6.0,3.0,20,non_rapid,65.70689655172414,44.0,38.25862068965517,39.0
6.0,3.0,20,rapid,1.4867256637168142,0.0,2.7774968394437423,0.0
6.0,3.0,21,non_rapid,64.2396694214876,43.0,33.049586776859506,22.0
6.0,3.0,21,rapid,1.198905109489051,0.0,3.8996350364963503,0.0
6.0,3.0,22,non_rapid,67.05333333333333,43.0,29.8,21.0
6.0,3.0,22,rapid,21.73684210526316,25.0,29.894736842105264,22.0
6.0,3.0,23,non_rapid,73.68852459016394,41.0,34.44262295081968,36.0
6.0,3.0,23,rapid,2.25,0.0,11.25,12.0
7.0,2.0,8,rapid,1.0,1.0,0.0,0.0
7.0,2.0,9,rapid,1.0,1.0,0.0,0.0
7.0,2.0,10,non_rapid,281.0,281.0,33.0,33.0
7.0,2.0,10,rapid,1.0,1.0,0.25,0.0
7.0,2.0,11,rapid,1.0,1.0,0.4,0.0
7.0,2.0,12,rapid,1.0,1.0,0.0,0.0
7.0,2.0,13,rapid,1.0,1.0,0.0,0.0
7.0,2.0,14,non_rapid,61.0,61.0,26.0,26.0
7.0,2.0,15,non_rapid,289.0,289.0,24.0,24.0
7.0,2.0,15,rapid,1.0,1.0,0.0,0.0
7.0,2.0,16,rapid,4.0,4.0,0.0,0.0
7.0,2.0,17,rapid,1.0,1.0,0.0,0.0
7.0,2.0,19,rapid,1.0,1.0,13.0,13.0
7.0,2.0,20,rapid,10.6,10.600000000000009,32.53333333333333,11.0
8.0,2.0,7,non_rapid,42.0,42.4,21.5,21.5
8.0,2.0,7,rapid,1.0,1.0,5.0,5.0
8.0,2.0,8,non_rapid,45.0,45.0,29.0,29.0
8.0,2.0,8,rapid,1.0,1.0,0.5,0.0
8.0,2.0,9,non_rapid,53.0,54.8,55.0,55.0
8.0,2.0,9,rapid,0.9830508474576272,1.0,0.2203389830508474,0.0
8.0,2.0,10,non_rapid,79.5,61.0,19.75,15.0
8.0,2.0,10,rapid,0.9242424242424242,1.0,0.3333333333333333,0.0
8.0,2.0,11,non_rapid,41.5,43.2,23.5,17.5
8.0,2.0,11,rapid,1.1,1.0,0.2,0.0
8.0,2.0,12,non_rapid,40.0,38.0,21.0,30.0
8.0,2.0,12,rapid,0.9487179487179488,1.0,0.2179487179487179,0.0
8.0,2.0,13,non_rapid,53.0,53.0,48.0,48.0
8.0,2.0,13,rapid,0.9852941176470588,1.0,0.4264705882352941,0.0
8.0,2.0,14,non_rapid,47.66666666666666,53.8,33.666666666666664,27.0
8.0,2.0,14,rapid,1.0,1.0,1.0,0.0
8.0,2.0,15,rapid,0.9846153846153848,1.0,0.7076923076923077,0.0
8.0,2.0,16,non_rapid,89.75,26.4,88.5,46.5
8.0,2.0,16,rapid,0.9591836734693876,1.0,0.7551020408163265,0.0
8.0,2.0,17,non_rapid,149.4,149.99999999999997,38.6,42.0
8.0,2.0,17,rapid,1.0,1.0,0.8983050847457628,0.0
8.0,2.0,18,non_rapid,315.6666666666667,316.0,50.66666666666666,43.0
8.0,2.0,18,rapid,1.0,1.0,1.1126760563380282,0.0
8.0,2.0,19,non_rapid,63.42857142857143,20.0,52.42857142857143,43.0
8.0,2.0,19,rapid,1.0,1.0,4.780821917808219,0.0
8.0,2.0,20,non_rapid,50.25,63.79999999999999,37.5,42.5
8.0,2.0,20,rapid,0.9857142857142858,1.0,2.128571428571429,0.0
8.0,2.0,21,non_rapid,180.0,206.6,39.0,39.0
8.0,2.0,21,rapid,0.9454545454545454,1.0,1.2727272727272727,0.0
8.0,2.0,22,non_rapid,48.5,49.0,39.75,28.5
8.0,2.0,22,rapid,1.0,1.0,10.0,10.0
8.0,2.0,23,non_rapid,37.333333333333336,44.0,25.33333333333333,19.0
9.0,86.0,0,non_rapid,47.0,47.0,12.0,12.0
9.0,86.0,1,non_rapid,46.0,46.0,12.833333333333334,12.0
9.0,85.0,1,non_rapid,42.333333333333336,42.2,15.333333333333334,16.0
9.0,84.0,2,rapid,1.0,1.0,13.0,13.0
9.0,85.0,2,rapid,1.0,1.0,9.0,9.0
9.0,86.0,6,non_rapid,29.0,29.0,6.0,6.0
9.0,84.0,7,non_rapid,19.0,19.0,7.0,7.0
9.0,86.0,7,non_rapid,40.0,40.0,83.0,83.0
9.0,85.0,7,non_rapid,93.5,64.0,9.166666666666666,9.0
9.0,84.0,8,non_rapid,43.0,43.0,9.0,9.0
9.0,86.0,8,non_rapid,103.5,50.2,11.75,6.5
