WAREHOUSE_CODE,CENTRAL_PINCODE,DELIVERY_PARTNERS_CODE,Count
0.0,0.0,1,1
0.0,85.0,1,3613
1.0,3.0,1,8776
2.0,3.0,1,9381
3.0,139.0,1,677
4.0,85.0,1,2216
4.0,86.0,1,37
5.0,0.0,1,8897
6.0,3.0,1,9868
7.0,2.0,1,41
8.0,2.0,1,918
9.0,84.0,1,489
9.0,85.0,1,282
9.0,86.0,1,268
10.0,3.0,1,1065
11.0,3.0,1,5760
12.0,0.0,9,1
12.0,2.0,9,1
12.0,3.0,9,3
12.0,11.0,10,2
12.0,54.0,8,1
12.0,84.0,9,1
12.0,104.0,9,1
12.0,112.0,9,1
12.0,115.0,9,1
12.0,123.0,9,1
12.0,132.0,9,1
12.0,216.0,10,1
12.0,229.0,9,1
12.0,267.0,12,1
12.0,289.0,10,2
12.0,310.0,9,3
12.0,317.0,9,1
12.0,330.0,9,1
12.0,334.0,9,1
12.0,353.0,9,1
12.0,380.0,9,1
12.0,381.0,10,3
12.0,388.0,9,1
12.0,397.0,9,1
12.0,402.0,10,2
12.0,403.0,4,1
12.0,410.0,9,1
12.0,415.0,9,1
12.0,423.0,9,6
12.0,428.0,9,1
12.0,439.0,9,1
12.0,442.0,9,1
12.0,443.0,9,3
12.0,450.0,9,1
12.0,462.0,9,1
12.0,464.0,9,3
12.0,469.0,9,1
12.0,517.0,10,1
12.0,525.0,9,1
12.0,539.0,9,1
12.0,542.0,9,3
12.0,552.0,10,1
12.0,558.0,10,1
12.0,569.0,9,1
12.0,570.0,10,1
12.0,571.0,9,567
12.0,572.0,6,24
12.0,573.0,9,128
12.0,574.0,12,122
12.0,575.0,9,416
12.0,577.0,9,1
12.0,582.0,10,1
12.0,592.0,10,1
12.0,603.0,10,3
12.0,610.0,9,6
12.0,619.0,1,2457
12.0,620.0,1,6529
12.0,621.0,1,34744
12.0,622.0,9,1548
12.0,623.0,9,1208
12.0,624.0,9,1935
12.0,625.0,9,447
12.0,626.0,9,1361
12.0,627.0,12,522
12.0,628.0,9,1117
12.0,629.0,9,2112
12.0,630.0,9,1162
12.0,631.0,10,1006
12.0,633.0,9,3211
12.0,634.0,9,2698
12.0,635.0,9,1401
12.0,637.0,9,1631
12.0,638.0,9,1487
12.0,640.0,9,967
12.0,641.0,9,661
12.0,642.0,9,2471
12.0,644.0,9,1901
12.0,646.0,12,147
12.0,648.0,6,7
12.0,649.0,12,111
12.0,650.0,6,8
12.0,651.0,12,164
12.0,652.0,9,237
12.0,653.0,9,253
12.0,654.0,6,62
12.0,656.0,6,152
12.0,657.0,6,29
12.0,658.0,12,114
12.0,659.0,9,1360
12.0,660.0,10,507
12.0,662.0,12,184
12.0,663.0,10,175
12.0,665.0,12,280
12.0,666.0,12,34
12.0,667.0,10,1
12.0,675.0,9,501
12.0,676.0,12,78
12.0,677.0,12,31
12.0,678.0,12,69
12.0,680.0,12,163
12.0,681.0,12,14
12.0,683.0,10,4
12.0,684.0,10,46
12.0,685.0,9,719
12.0,688.0,12,142
12.0,692.0,10,14
12.0,693.0,9,3322
12.0,694.0,9,64
12.0,695.0,9,745
12.0,696.0,12,540
12.0,697.0,9,1389
12.0,698.0,9,268
12.0,699.0,9,1
12.0,702.0,9,5
12.0,704.0,10,1
12.0,724.0,10,1
12.0,737.0,9,1
12.0,745.0,10,4
12.0,748.0,12,2
12.0,750.0,10,1
12.0,756.0,10,3
12.0,759.0,10,1
13.0,3.0,1,38815
14.0,84.0,1,2429
15.0,0.0,8,3
15.0,2.0,8,1
15.0,3.0,8,3
15.0,13.0,8,1
15.0,50.0,8,1
15.0,54.0,8,1
15.0,66.0,9,5
15.0,75.0,8,1
15.0,81.0,8,1
15.0,94.0,8,1
15.0,107.0,8,1
15.0,115.0,8,1
15.0,124.0,11,1
15.0,139.0,7,1
15.0,179.0,8,2
15.0,186.0,8,1
15.0,187.0,8,3
15.0,188.0,8,2
15.0,190.0,8,3
15.0,193.0,8,5
15.0,195.0,7,1
15.0,201.0,8,5
15.0,202.0,8,2
15.0,203.0,8,2
15.0,204.0,8,3
15.0,205.0,8,3
15.0,213.0,7,2
15.0,214.0,8,4
15.0,217.0,8,1
15.0,219.0,4,30
15.0,221.0,8,23
15.0,222.0,9,2
15.0,224.0,9,6
15.0,227.0,10,5
15.0,228.0,4,6
15.0,229.0,12,185
15.0,230.0,8,14
15.0,231.0,8,7
15.0,232.0,9,8
15.0,233.0,8,3
15.0,234.0,9,9
15.0,235.0,8,2
15.0,236.0,8,4
15.0,238.0,8,1
15.0,239.0,10,1
15.0,241.0,8,6
15.0,242.0,9,1
15.0,244.0,8,36
15.0,245.0,8,12
15.0,247.0,9,2
15.0,250.0,8,3
15.0,263.0,9,22
15.0,265.0,12,8
15.0,267.0,4,4
15.0,276.0,11,1
15.0,285.0,8,2
15.0,286.0,8,1
15.0,293.0,8,2
15.0,297.0,4,1
15.0,299.0,8,2
15.0,301.0,8,2
15.0,302.0,8,4
15.0,303.0,4,1
15.0,304.0,7,10
15.0,306.0,9,21
15.0,307.0,9,674
15.0,309.0,12,86
15.0,310.0,1,18218
15.0,311.0,12,301
15.0,312.0,10,39
15.0,313.0,9,835
15.0,314.0,9,1164
15.0,315.0,10,393
15.0,316.0,9,304
15.0,317.0,9,415
15.0,318.0,9,301
15.0,319.0,9,380
15.0,320.0,9,351
15.0,321.0,9,13
15.0,322.0,9,5
15.0,323.0,8,32
15.0,324.0,9,254
15.0,325.0,9,231
15.0,326.0,9,15
15.0,327.0,9,348
15.0,328.0,9,479
15.0,329.0,9,599
15.0,330.0,10,436
15.0,331.0,9,252
15.0,332.0,9,671
15.0,333.0,10,5
15.0,334.0,9,360
15.0,335.0,9,322
15.0,336.0,9,246
15.0,337.0,10,12
15.0,338.0,9,131
15.0,339.0,10,7
15.0,340.0,9,115
15.0,341.0,10,2
15.0,343.0,10,263
15.0,344.0,9,320
15.0,345.0,9,249
15.0,346.0,12,19
15.0,347.0,10,452
15.0,348.0,10,48
15.0,349.0,10,239
15.0,350.0,10,2
15.0,351.0,9,186
15.0,352.0,9,112
15.0,353.0,9,6
15.0,354.0,9,8
15.0,355.0,9,8
15.0,356.0,6,3
15.0,357.0,10,362
15.0,358.0,9,116
15.0,359.0,9,252
15.0,361.0,10,5
15.0,364.0,9,9
15.0,366.0,9,1
15.0,367.0,9,2
15.0,370.0,10,2
15.0,371.0,9,1
15.0,372.0,9,1
15.0,374.0,10,4
15.0,375.0,9,3
15.0,376.0,10,4
15.0,377.0,9,7
15.0,378.0,9,3
15.0,379.0,9,4
15.0,380.0,9,3
15.0,381.0,7,3
15.0,390.0,8,1
15.0,396.0,11,1
15.0,423.0,8,2
15.0,460.0,8,1
15.0,540.0,7,2
15.0,621.0,7,1
16.0,0.0,8,25
16.0,2.0,9,3
16.0,3.0,10,6
16.0,5.0,4,1
16.0,7.0,4,2
16.0,9.0,4,4
16.0,11.0,7,9
16.0,12.0,4,2
16.0,13.0,4,4
16.0,14.0,8,2
16.0,16.0,8,1
16.0,17.0,4,6
16.0,18.0,7,3
16.0,19.0,4,3
16.0,20.0,4,6
16.0,22.0,4,1
16.0,23.0,8,3
16.0,24.0,8,5
16.0,26.0,8,3
16.0,31.0,9,3
16.0,33.0,4,1
16.0,34.0,4,2
16.0,38.0,4,1
16.0,40.0,9,1
16.0,45.0,4,1
16.0,46.0,4,5
16.0,47.0,8,1
16.0,49.0,4,3
16.0,51.0,9,1
16.0,54.0,10,3
16.0,57.0,12,2
16.0,61.0,7,2
16.0,63.0,4,1
16.0,65.0,10,5
16.0,67.0,10,1
16.0,68.0,8,11
16.0,69.0,12,2
16.0,72.0,9,1
16.0,73.0,13,2
16.0,75.0,9,3
16.0,76.0,11,2
16.0,78.0,12,2
16.0,81.0,12,1
16.0,84.0,8,5
16.0,85.0,8,4
16.0,87.0,8,1
16.0,88.0,7,1
16.0,97.0,9,1
16.0,104.0,9,1
16.0,105.0,9,8
16.0,108.0,9,9
16.0,110.0,9,2
16.0,111.0,9,1
16.0,112.0,10,2
16.0,113.0,9,1
16.0,115.0,9,2
16.0,116.0,12,2
16.0,117.0,9,2
16.0,118.0,9,3
16.0,120.0,9,3
16.0,122.0,9,1
16.0,123.0,9,2
16.0,125.0,8,1
16.0,138.0,4,1
16.0,139.0,9,1
16.0,144.0,8,2
16.0,151.0,8,1
16.0,152.0,9,2
16.0,156.0,9,1
16.0,161.0,9,1
16.0,162.0,9,3
16.0,163.0,9,2
16.0,165.0,9,2
16.0,166.0,9,1
16.0,168.0,9,4
16.0,169.0,9,3
16.0,170.0,9,6
16.0,173.0,9,1
16.0,174.0,9,2
16.0,179.0,9,2
16.0,181.0,12,105
16.0,182.0,10,526
16.0,183.0,9,17
16.0,184.0,1,66119
16.0,185.0,9,676
16.0,186.0,9,850
16.0,187.0,9,2989
16.0,188.0,10,318
16.0,189.0,9,1836
16.0,190.0,9,825
16.0,193.0,9,5499
16.0,194.0,9,1269
16.0,195.0,10,304
16.0,196.0,9,613
16.0,197.0,9,687
16.0,198.0,10,185
16.0,199.0,9,286
16.0,200.0,9,471
16.0,201.0,9,3705
16.0,202.0,9,542
16.0,203.0,9,608
16.0,204.0,9,1349
16.0,205.0,9,311
16.0,206.0,9,1743
16.0,207.0,9,208
16.0,208.0,9,2391
16.0,209.0,9,1393
16.0,210.0,9,162
16.0,211.0,10,1034
16.0,212.0,9,133
16.0,213.0,4,5
16.0,214.0,9,2140
16.0,216.0,9,880
16.0,217.0,9,1292
16.0,218.0,9,874
16.0,219.0,4,28
16.0,221.0,9,2
16.0,224.0,4,6
16.0,228.0,9,11
16.0,229.0,9,26
16.0,230.0,4,17
16.0,231.0,4,5
16.0,232.0,4,7
16.0,233.0,9,3
16.0,234.0,8,4
16.0,235.0,4,1
16.0,236.0,4,5
16.0,238.0,9,2
16.0,239.0,8,4
16.0,241.0,8,1
16.0,244.0,9,2
16.0,251.0,10,16
16.0,253.0,10,5
16.0,254.0,9,2
16.0,256.0,10,1
16.0,257.0,10,1
16.0,263.0,9,1
16.0,265.0,12,1
16.0,267.0,10,11
16.0,268.0,9,5
16.0,273.0,12,2
16.0,285.0,8,1
16.0,288.0,9,2
16.0,289.0,10,7
16.0,290.0,12,4
16.0,293.0,9,2
16.0,294.0,10,4
16.0,297.0,10,2
16.0,298.0,9,2
16.0,299.0,10,2
16.0,300.0,4,1
16.0,305.0,9,1
16.0,307.0,8,2
16.0,310.0,9,19
16.0,312.0,9,2
16.0,313.0,4,2
16.0,314.0,12,6
16.0,315.0,9,2
16.0,316.0,7,4
16.0,317.0,8,2
16.0,318.0,9,3
16.0,319.0,9,1
16.0,320.0,9,1
16.0,323.0,9,14
16.0,324.0,9,4
16.0,325.0,9,1
16.0,327.0,4,2
16.0,328.0,8,3
16.0,329.0,9,1
16.0,330.0,10,1
16.0,331.0,12,8
16.0,332.0,9,3
16.0,333.0,9,1
16.0,334.0,9,1
16.0,337.0,10,4
16.0,338.0,8,1
16.0,339.0,7,1
16.0,340.0,7,2
16.0,341.0,8,1
16.0,343.0,9,1
16.0,345.0,9,3
16.0,347.0,10,3
16.0,349.0,10,2
16.0,350.0,10,2
16.0,351.0,9,3
16.0,352.0,9,2
16.0,353.0,9,3
16.0,354.0,9,1
16.0,355.0,9,3
16.0,357.0,9,4
16.0,361.0,10,3
16.0,362.0,10,1
16.0,364.0,10,3
16.0,373.0,9,1
16.0,374.0,10,2
16.0,377.0,12,1
16.0,379.0,12,4
16.0,380.0,10,1
16.0,381.0,10,33
16.0,383.0,9,3
16.0,386.0,12,1
16.0,388.0,9,6
16.0,391.0,9,3
16.0,397.0,9,1
16.0,400.0,4,1
16.0,401.0,9,1
16.0,404.0,9,4
16.0,409.0,9,3
16.0,411.0,9,3
16.0,414.0,9,1
16.0,415.0,9,2
16.0,416.0,10,1
16.0,419.0,9,1
16.0,422.0,8,2
16.0,423.0,9,31
16.0,429.0,9,1
16.0,432.0,11,1
16.0,434.0,9,1
16.0,436.0,9,2
16.0,441.0,9,1
16.0,442.0,9,1
16.0,443.0,9,1
16.0,444.0,9,2
16.0,447.0,9,1
16.0,461.0,9,4
16.0,462.0,9,1
16.0,463.0,9,1
16.0,464.0,9,21
16.0,468.0,9,2
16.0,469.0,9,5
16.0,476.0,9,5
16.0,482.0,4,2
16.0,488.0,4,4
16.0,494.0,4,5
16.0,495.0,8,1
16.0,503.0,4,1
16.0,515.0,10,1
16.0,519.0,4,1
16.0,520.0,8,1
16.0,525.0,9,1
16.0,531.0,9,6
16.0,532.0,10,3
16.0,533.0,12,1
16.0,535.0,9,6
16.0,536.0,9,1
16.0,537.0,9,2
16.0,538.0,4,4
16.0,539.0,9,8
16.0,540.0,7,10
16.0,542.0,10,4
16.0,543.0,10,1
16.0,545.0,10,2
16.0,546.0,10,3
16.0,548.0,9,2
16.0,558.0,10,1
16.0,560.0,8,1
16.0,561.0,10,2
16.0,565.0,8,2
16.0,566.0,10,6
16.0,567.0,10,2
16.0,569.0,10,1
16.0,570.0,9,1
16.0,573.0,9,1
16.0,575.0,8,1
16.0,577.0,9,6
16.0,582.0,10,1
16.0,584.0,10,26
16.0,585.0,8,2
16.0,586.0,9,1
16.0,587.0,10,1
16.0,588.0,8,1
16.0,592.0,10,1
16.0,594.0,9,1
16.0,598.0,10,1
16.0,599.0,10,11
16.0,603.0,9,2
16.0,604.0,10,6
16.0,607.0,10,2
16.0,608.0,9,1
16.0,609.0,9,1
16.0,613.0,10,1
16.0,614.0,9,1
16.0,615.0,10,5
16.0,616.0,10,4
16.0,617.0,10,4
16.0,620.0,9,1
16.0,621.0,9,3
16.0,622.0,8,2
16.0,623.0,10,1
16.0,624.0,9,1
16.0,626.0,9,1
16.0,627.0,7,3
16.0,631.0,10,1
16.0,633.0,10,1
16.0,634.0,9,3
16.0,637.0,4,1
16.0,638.0,8,2
16.0,642.0,10,5
16.0,649.0,10,1
16.0,675.0,4,1
16.0,685.0,10,1
16.0,696.0,10,2
16.0,697.0,9,1
16.0,699.0,8,2
16.0,700.0,10,2
16.0,701.0,10,1
16.0,702.0,9,4
16.0,703.0,10,4
16.0,711.0,9,6
16.0,712.0,9,3
16.0,717.0,6,1
16.0,719.0,9,1
16.0,721.0,10,1
16.0,722.0,8,1
16.0,723.0,10,3
16.0,724.0,10,2
16.0,725.0,8,1
16.0,726.0,10,1
16.0,727.0,7,1
16.0,730.0,10,1
16.0,731.0,10,1
16.0,733.0,10,1
16.0,734.0,10,1
16.0,737.0,9,2
16.0,738.0,9,1
16.0,741.0,10,3
16.0,742.0,10,2
16.0,743.0,10,2
16.0,744.0,10,6
16.0,745.0,9,4
16.0,747.0,10,2
16.0,748.0,10,8
16.0,749.0,10,4
16.0,750.0,10,1
16.0,753.0,10,6
16.0,754.0,10,1
16.0,755.0,10,2
16.0,756.0,10,1
16.0,757.0,9,2
16.0,759.0,10,4
16.0,761.0,6,1
17.0,733.0,1,1833
17.0,734.0,1,1765
17.0,735.0,1,331
17.0,736.0,1,49
18.0,184.0,1,3328
19.0,0.0,9,937
19.0,2.0,9,120
19.0,3.0,9,301
19.0,5.0,10,5
19.0,6.0,4,1
19.0,7.0,10,8
19.0,9.0,9,2
19.0,10.0,9,3
19.0,11.0,10,5
19.0,13.0,9,6
19.0,14.0,9,2
19.0,15.0,9,5
19.0,16.0,9,5
19.0,17.0,10,8
19.0,18.0,12,7
19.0,19.0,9,10
19.0,20.0,9,7
19.0,21.0,9,16
19.0,22.0,9,5
19.0,23.0,9,3
19.0,24.0,9,4
19.0,26.0,9,38
19.0,27.0,9,17
19.0,28.0,9,1
19.0,29.0,9,2
19.0,31.0,9,26
19.0,34.0,9,26
19.0,35.0,9,4
19.0,36.0,9,11
19.0,38.0,9,10
19.0,39.0,9,5
19.0,40.0,9,9
19.0,41.0,9,12
19.0,43.0,8,1
19.0,45.0,6,1
19.0,46.0,9,3
19.0,47.0,9,3
19.0,48.0,9,2
19.0,49.0,9,1
19.0,50.0,9,5
19.0,52.0,9,1
19.0,54.0,9,42
19.0,55.0,10,6
19.0,56.0,9,10
19.0,57.0,9,11
19.0,59.0,9,4
19.0,61.0,9,9
19.0,62.0,9,7
19.0,63.0,9,9
19.0,64.0,9,3
19.0,65.0,12,12
19.0,66.0,9,2
19.0,67.0,10,2
19.0,68.0,9,50
19.0,69.0,9,7
19.0,72.0,9,5
19.0,73.0,12,6
19.0,75.0,9,23
19.0,76.0,9,34
19.0,78.0,9,15
19.0,80.0,9,8
19.0,81.0,9,29
19.0,82.0,12,2
19.0,84.0,9,181
19.0,85.0,9,325
19.0,86.0,9,31
19.0,87.0,9,26
19.0,88.0,10,20
19.0,89.0,9,8
19.0,90.0,10,4
19.0,91.0,9,10
19.0,92.0,9,7
19.0,93.0,9,11
19.0,94.0,9,5
19.0,95.0,9,12
19.0,96.0,9,36
19.0,97.0,9,5
19.0,98.0,9,6
19.0,99.0,9,13
19.0,100.0,9,21
19.0,101.0,9,8
19.0,102.0,9,4
19.0,103.0,9,3
19.0,104.0,9,13
19.0,105.0,9,47
19.0,106.0,9,65
19.0,107.0,9,4
19.0,108.0,9,47
19.0,109.0,9,6
19.0,110.0,9,24
19.0,111.0,9,31
19.0,112.0,9,19
19.0,113.0,9,13
19.0,114.0,9,16
19.0,115.0,9,166
19.0,116.0,9,16
19.0,117.0,9,19
19.0,118.0,9,14
19.0,119.0,10,5
19.0,120.0,10,14
19.0,121.0,9,1
19.0,122.0,9,2
19.0,123.0,9,22
19.0,124.0,9,4
19.0,125.0,9,12
19.0,127.0,9,6
19.0,128.0,9,14
19.0,129.0,8,4
19.0,130.0,9,6
19.0,131.0,9,2
19.0,132.0,9,7
19.0,134.0,6,5
19.0,135.0,9,16
19.0,136.0,10,2
19.0,137.0,9,11
19.0,138.0,9,4
19.0,139.0,10,51
19.0,140.0,6,2
19.0,141.0,10,7
19.0,142.0,9,13
19.0,143.0,10,13
19.0,144.0,9,28
19.0,150.0,9,14
19.0,151.0,9,10
19.0,152.0,9,27
19.0,153.0,9,11
19.0,154.0,10,3
19.0,156.0,9,14
19.0,157.0,10,26
19.0,158.0,10,6
19.0,160.0,10,9
19.0,161.0,10,10
19.0,162.0,9,9
19.0,163.0,9,12
19.0,164.0,9,3
19.0,165.0,9,11
19.0,166.0,9,3
19.0,167.0,9,8
19.0,168.0,10,32
19.0,169.0,9,10
19.0,170.0,9,21
19.0,171.0,9,19
19.0,172.0,9,9
19.0,173.0,9,20
19.0,174.0,9,25
19.0,175.0,9,11
19.0,176.0,9,3
19.0,177.0,9,3
19.0,178.0,9,15
19.0,179.0,4,1
19.0,180.0,9,6
19.0,181.0,10,4
19.0,182.0,10,5
19.0,184.0,9,52
19.0,186.0,9,3
19.0,187.0,10,2
19.0,188.0,10,1
19.0,189.0,9,1
19.0,190.0,9,1
19.0,193.0,9,3
19.0,194.0,6,1
19.0,195.0,9,1
19.0,196.0,9,2
19.0,197.0,9,1
19.0,198.0,10,2
19.0,199.0,9,1
19.0,201.0,10,3
19.0,202.0,10,1
19.0,203.0,8,2
19.0,204.0,9,5
19.0,206.0,9,1
19.0,208.0,9,3
19.0,209.0,9,1
19.0,211.0,10,3
19.0,212.0,10,1
19.0,213.0,12,2
19.0,214.0,9,2
19.0,216.0,9,5
19.0,217.0,8,2
19.0,218.0,9,2
19.0,219.0,9,5
19.0,221.0,9,9
19.0,224.0,10,2
19.0,227.0,12,1
19.0,228.0,10,7
19.0,229.0,9,24
19.0,230.0,10,7
19.0,231.0,8,1
19.0,232.0,9,1
19.0,233.0,9,1
19.0,234.0,9,2
19.0,236.0,10,2
19.0,238.0,9,2
19.0,239.0,9,3
19.0,241.0,9,3
19.0,243.0,9,1
19.0,244.0,9,10
19.0,245.0,9,4
19.0,248.0,9,3
19.0,250.0,9,1
19.0,251.0,10,151
19.0,253.0,10,73
19.0,254.0,10,42
19.0,257.0,10,1
19.0,258.0,9,1
19.0,260.0,9,11
19.0,263.0,7,2
19.0,265.0,12,1
19.0,266.0,9,1
19.0,267.0,9,85
19.0,268.0,9,3
19.0,269.0,9,1
19.0,270.0,9,1
19.0,271.0,9,7
19.0,272.0,10,5
19.0,273.0,12,4
19.0,275.0,9,5
19.0,276.0,9,8
19.0,277.0,10,1
19.0,281.0,10,3
19.0,282.0,10,1
19.0,284.0,6,3
19.0,285.0,9,3
19.0,286.0,9,7
19.0,287.0,9,1
19.0,288.0,9,3
19.0,289.0,10,7
19.0,290.0,12,1
19.0,292.0,12,2
19.0,293.0,9,1
19.0,294.0,9,2
19.0,296.0,12,1
19.0,297.0,10,6
19.0,298.0,10,2
19.0,299.0,10,3
19.0,300.0,10,2
19.0,301.0,9,1
19.0,302.0,9,3
19.0,303.0,9,3
19.0,304.0,9,5
19.0,305.0,9,6
19.0,307.0,9,3
19.0,309.0,9,1
19.0,310.0,9,17
19.0,311.0,12,6
19.0,313.0,9,1
19.0,314.0,9,4
19.0,315.0,10,1
19.0,318.0,9,2
19.0,319.0,9,2
19.0,320.0,9,1
19.0,323.0,10,14
19.0,324.0,9,2
19.0,327.0,9,3
19.0,328.0,9,3
19.0,329.0,9,2
19.0,330.0,10,4
19.0,331.0,12,2
19.0,332.0,4,1
19.0,333.0,9,4
19.0,335.0,9,1
19.0,336.0,9,5
19.0,337.0,10,9
19.0,338.0,9,2
19.0,339.0,9,2
19.0,341.0,9,2
19.0,343.0,9,2
19.0,344.0,9,2
19.0,346.0,6,1
19.0,347.0,10,9
19.0,349.0,9,6
19.0,350.0,10,5
19.0,351.0,9,3
19.0,352.0,9,1
19.0,353.0,9,14
19.0,354.0,9,9
19.0,355.0,9,3
19.0,356.0,9,2
19.0,357.0,9,1
19.0,358.0,9,1
19.0,359.0,9,3
19.0,361.0,9,156
19.0,362.0,9,4
19.0,363.0,9,10
19.0,364.0,9,609
19.0,366.0,9,110
19.0,367.0,9,76
19.0,368.0,6,1
19.0,370.0,9,8
19.0,371.0,9,1
19.0,372.0,9,2
19.0,373.0,9,3
19.0,374.0,9,284
19.0,375.0,9,28
19.0,376.0,9,179
19.0,377.0,9,333
19.0,378.0,9,81
19.0,379.0,9,327
19.0,380.0,9,14
19.0,381.0,10,165
19.0,383.0,10,11
19.0,384.0,12,1
19.0,386.0,12,6
19.0,387.0,9,2
19.0,388.0,10,1
19.0,390.0,9,7
19.0,391.0,9,8
19.0,394.0,9,1
19.0,396.0,10,4
19.0,397.0,9,9
19.0,399.0,9,2
19.0,401.0,9,10
19.0,403.0,9,20
19.0,404.0,9,3
19.0,406.0,9,15
19.0,409.0,9,9
19.0,410.0,9,21
19.0,411.0,9,38
19.0,412.0,9,2
19.0,414.0,9,28
19.0,415.0,9,35
19.0,416.0,9,2
19.0,419.0,9,7
19.0,422.0,9,58
19.0,423.0,9,262
19.0,424.0,9,2
19.0,425.0,9,4
19.0,426.0,9,1
19.0,427.0,6,2
19.0,428.0,9,2
19.0,429.0,9,8
19.0,430.0,9,3
19.0,432.0,10,6
19.0,434.0,9,3
19.0,436.0,10,6
19.0,437.0,9,6
19.0,439.0,9,2
19.0,440.0,9,9
19.0,441.0,8,7
19.0,442.0,9,5
19.0,443.0,9,5
19.0,444.0,9,6
19.0,447.0,9,3
19.0,448.0,9,10
19.0,449.0,9,2
19.0,450.0,9,2
19.0,453.0,8,3
19.0,454.0,9,7
19.0,456.0,9,1
19.0,457.0,9,1
19.0,458.0,9,1
19.0,460.0,9,2
19.0,461.0,9,4
19.0,462.0,8,2
19.0,463.0,9,6
19.0,464.0,9,66
19.0,466.0,4,1
19.0,467.0,9,2
19.0,468.0,9,15
19.0,469.0,9,40
19.0,472.0,9,1
19.0,475.0,9,7
19.0,476.0,12,2
19.0,477.0,9,2
19.0,480.0,9,1
19.0,482.0,9,2
19.0,485.0,9,1
19.0,488.0,9,10
19.0,489.0,9,1
19.0,490.0,7,1
19.0,491.0,9,9
19.0,494.0,9,16
19.0,495.0,9,2
19.0,498.0,9,2
19.0,500.0,10,1
19.0,503.0,9,3
19.0,511.0,9,1
19.0,512.0,9,1
19.0,514.0,9,4
19.0,515.0,10,2
19.0,517.0,9,7
19.0,518.0,9,6
19.0,519.0,9,2
19.0,520.0,9,28
19.0,521.0,9,1
19.0,523.0,9,1
19.0,524.0,9,1
19.0,525.0,9,6
19.0,527.0,9,5
19.0,529.0,12,2
19.0,531.0,12,2
19.0,532.0,12,10
19.0,533.0,9,10
19.0,534.0,9,1
19.0,535.0,10,16
19.0,536.0,12,5
19.0,537.0,12,9
19.0,538.0,4,7
19.0,539.0,9,10
19.0,540.0,9,10
19.0,542.0,1,325682
19.0,543.0,1,1507
19.0,544.0,1,3239
19.0,545.0,9,5748
19.0,546.0,1,38823
19.0,547.0,1,662
19.0,548.0,1,18837
19.0,549.0,1,370
19.0,550.0,9,292
19.0,551.0,1,4660
19.0,552.0,1,5666
19.0,553.0,9,102
19.0,554.0,9,7121
19.0,555.0,10,143
19.0,558.0,9,8845
19.0,560.0,9,7819
19.0,561.0,9,2542
19.0,562.0,9,7069
19.0,564.0,9,2500
19.0,565.0,9,4646
19.0,566.0,9,3253
19.0,567.0,9,2280
19.0,568.0,9,91
19.0,569.0,9,6693
19.0,570.0,9,2671
19.0,571.0,9,842
19.0,572.0,6,5
19.0,573.0,9,44
19.0,574.0,9,178
19.0,575.0,9,106
19.0,576.0,10,858
19.0,577.0,9,9489
19.0,579.0,1,1079
19.0,580.0,1,1162
19.0,581.0,10,503
19.0,582.0,1,8385
19.0,583.0,9,114
19.0,584.0,9,4024
19.0,585.0,9,794
19.0,586.0,9,175
19.0,587.0,9,501
19.0,588.0,9,1860
19.0,589.0,9,739
19.0,590.0,9,243
19.0,591.0,10,473
19.0,592.0,9,1615
19.0,593.0,10,21
19.0,594.0,12,686
19.0,596.0,9,1258
19.0,597.0,9,638
19.0,598.0,10,453
19.0,599.0,9,990
19.0,600.0,9,96
19.0,601.0,9,265
19.0,602.0,12,114
19.0,603.0,9,496
19.0,604.0,9,133
19.0,605.0,9,197
19.0,607.0,9,494
19.0,608.0,9,234
19.0,609.0,9,479
19.0,610.0,9,101
19.0,611.0,9,73
19.0,612.0,9,549
19.0,613.0,9,342
19.0,614.0,9,123
19.0,615.0,9,406
19.0,616.0,10,490
19.0,617.0,9,557
19.0,618.0,9,149
19.0,619.0,9,197
19.0,620.0,9,1168
19.0,621.0,9,2200
19.0,622.0,9,246
19.0,623.0,9,230
19.0,624.0,9,342
19.0,625.0,9,57
19.0,626.0,9,254
19.0,627.0,10,56
19.0,628.0,9,184
19.0,629.0,9,383
19.0,630.0,9,214
19.0,631.0,10,173
19.0,633.0,9,605
19.0,634.0,9,515
19.0,635.0,9,287
19.0,637.0,10,283
19.0,638.0,9,346
19.0,640.0,9,165
19.0,641.0,9,117
19.0,642.0,9,409
19.0,644.0,9,242
19.0,646.0,12,27
19.0,648.0,6,1
19.0,649.0,12,18
19.0,650.0,6,1
19.0,651.0,12,29
19.0,652.0,6,115
19.0,653.0,6,54
19.0,654.0,6,13
19.0,655.0,12,69
19.0,656.0,6,51
19.0,657.0,6,10
19.0,658.0,12,26
19.0,659.0,9,203
19.0,660.0,10,57
19.0,662.0,12,38
19.0,663.0,12,27
19.0,664.0,6,18
19.0,665.0,12,60
19.0,666.0,6,8
19.0,667.0,10,337
19.0,668.0,6,1
19.0,670.0,12,29
19.0,671.0,6,10
19.0,672.0,6,34
19.0,673.0,10,57
19.0,675.0,9,87
19.0,676.0,12,21
19.0,677.0,12,3
19.0,678.0,12,21
19.0,680.0,12,42
19.0,681.0,12,23
19.0,683.0,6,7
19.0,684.0,12,9
19.0,685.0,9,141
19.0,686.0,12,25
19.0,688.0,12,83
19.0,692.0,12,6
19.0,693.0,9,968
19.0,694.0,9,34
19.0,695.0,9,301
19.0,696.0,12,180
