CENTRAL_PINCODE,WAREHOUSE_CODE,zone,Count
381.0,16.0,D,0
381.0,20.0,D,0
381.0,28.0,C,0
305.0,47.0,D,0
52.0,21.0,D,0
388.0,47.0,D,0
684.0,24.0,E,0
693.0,16.0,E,0
696.0,47.0,E,0
693.0,42.0,E,0
735.0,47.0,B,0
649.0,47.0,E,0
573.0,21.0,E,0
693.0,47.0,E,0
175.0,12.0,D,0
175.0,42.0,D,0
649.0,24.0,E,0
649.0,25.0,E,0
649.0,32.0,E,0
649.0,42.0,E,0
175.0,47.0,D,0
229.0,28.0,C,0
749.0,47.0,B,0
303.0,42.0,D,0
391.0,16.0,D,0
422.0,20.0,D,0
422.0,28.0,D,0
415.0,47.0,D,0
229.0,47.0,D,0
272.0,42.0,D,0
385.0,24.0,C,0
385.0,42.0,B,0
272.0,47.0,D,0
409.0,20.0,D,0
302.0,20.0,D,0
108.0,47.0,D,0
538.0,20.0,D,0
538.0,47.0,D,0
108.0,12.0,E,0
108.0,42.0,D,0
88.0,47.0,D,0
747.0,42.0,D,0
105.0,12.0,E,0
105.0,42.0,D,0
105.0,47.0,D,0
160.0,21.0,D,0
655.0,12.0,E,0
182.0,47.0,D,0
314.0,20.0,D,0
314.0,16.0,D,0
442.0,16.0,D,0
442.0,28.0,B,0
442.0,42.0,D,0
157.0,42.0,D,0
157.0,47.0,D,0
694.0,21.0,E,0
694.0,25.0,E,0
157.0,20.0,B,0
157.0,21.0,D,0
304.0,20.0,D,0
113.0,47.0,D,0
437.0,20.0,D,0
129.0,20.0,B,0
382.0,42.0,A,0
186.0,19.0,D,0
397.0,16.0,D,0
507.0,28.0,B,0
468.0,42.0,B,0
507.0,19.0,D,0
598.0,42.0,D,0
521.0,28.0,B,0
521.0,42.0,B,0
404.0,16.0,D,0
498.0,47.0,D,0
472.0,24.0,D,0
472.0,28.0,B,0
759.0,16.0,D,0
549.0,25.0,D,0
484.0,25.0,D,0
484.0,28.0,B,0
487.0,19.0,D,0
552.0,42.0,D,0
704.0,25.0,D,0
501.0,32.0,D,0
488.0,16.0,D,0
488.0,42.0,D,0
321.0,21.0,D,0
321.0,24.0,D,0
552.0,47.0,B,0
333.0,47.0,D,0
335.0,16.0,B,0
333.0,20.0,D,0
93.0,20.0,B,0
93.0,42.0,D,0
673.0,25.0,D,0
673.0,12.0,D,0
243.0,19.0,D,0
243.0,24.0,D,0
725.0,47.0,D,0
243.0,32.0,D,0
289.0,47.0,D,0
253.0,47.0,D,0
725.0,21.0,D,0
173.0,47.0,D,0
462.0,19.0,D,0
253.0,20.0,D,0
253.0,42.0,D,0
462.0,47.0,D,0
253.0,12.0,E,0
253.0,16.0,D,0
499.0,32.0,D,0
648.0,21.0,E,0
140.0,21.0,D,0
148.0,20.0,B,0
35.0,21.0,D,0
10.0,42.0,C,0
399.0,19.0,D,0
259.0,19.0,D,0
259.0,21.0,D,0
163.0,20.0,B,0
244.0,47.0,D,0
756.0,20.0,D,0
756.0,47.0,B,0
756.0,16.0,D,0
110.0,42.0,D,0
110.0,47.0,D,0
116.0,47.0,D,0
207.0,19.0,D,0
162.0,16.0,B,0
162.0,42.0,D,0
162.0,47.0,D,0
75.0,47.0,E,0
75.0,16.0,E,0
695.0,47.0,E,0
405.0,47.0,D,0
423.0,12.0,E,0
695.0,20.0,E,0
695.0,32.0,E,0
405.0,19.0,D,0
405.0,42.0,D,0
574.0,21.0,E,0
574.0,42.0,E,0
265.0,47.0,D,0
664.0,12.0,E,0
664.0,21.0,E,0
664.0,24.0,E,0
265.0,28.0,D,0
564.0,16.0,D,0
564.0,20.0,D,0
564.0,42.0,D,0
545.0,47.0,B,0
545.0,28.0,D,0
593.0,32.0,D,0
545.0,42.0,D,0
633.0,20.0,E,0
544.0,20.0,D,0
610.0,12.0,E,0
268.0,47.0,D,0
268.0,42.0,B,0
745.0,47.0,B,0
745.0,16.0,D,0
423.0,47.0,D,0
59.0,19.0,E,0
739.0,47.0,B,0
248.0,19.0,D,0
566.0,47.0,B,0
566.0,12.0,E,0
355.0,47.0,D,0
208.0,20.0,D,0
164.0,20.0,B,0
164.0,21.0,D,0
579.0,19.0,B,0
336.0,19.0,D,0
428.0,42.0,B,0
560.0,16.0,D,0
712.0,47.0,D,0
560.0,47.0,A,0
659.0,42.0,E,0
177.0,20.0,B,0
177.0,21.0,D,0
177.0,25.0,D,0
707.0,25.0,D,0
204.0,47.0,D,0
384.0,42.0,A,0
114.0,47.0,D,0
327.0,19.0,D,0
125.0,42.0,D,0
125.0,12.0,E,0
125.0,16.0,B,0
677.0,25.0,E,0
149.0,20.0,D,0
736.0,42.0,D,0
554.0,12.0,B,0
353.0,47.0,D,0
197.0,19.0,D,0
554.0,47.0,B,0
741.0,28.0,D,0
741.0,42.0,D,0
109.0,47.0,D,0
109.0,42.0,D,0
166.0,47.0,D,0
613.0,42.0,D,0
166.0,20.0,B,0
217.0,47.0,D,0
45.0,19.0,D,0
131.0,20.0,B,0
622.0,42.0,E,0
580.0,19.0,B,0
580.0,25.0,D,0
580.0,42.0,D,0
543.0,47.0,B,0
370.0,28.0,D,0
514.0,20.0,D,0
165.0,42.0,D,0
719.0,47.0,B,0
757.0,47.0,B,0
46.0,42.0,D,0
46.0,47.0,D,0
137.0,20.0,D,0
188.0,19.0,D,0
290.0,42.0,D,0
232.0,47.0,D,0
330.0,16.0,D,0
232.0,19.0,D,0
232.0,21.0,D,0
753.0,20.0,D,0
753.0,47.0,B,0
25.0,25.0,D,0
463.0,28.0,B,0
463.0,47.0,D,0
702.0,47.0,D,0
662.0,42.0,E,0
662.0,21.0,E,0
662.0,25.0,E,0
662.0,32.0,E,0
438.0,24.0,D,0
142.0,19.0,D,0
142.0,25.0,D,0
7.0,47.0,D,0
354.0,47.0,D,0
354.0,16.0,D,0
711.0,42.0,D,0
71.0,21.0,E,0
711.0,47.0,B,0
196.0,20.0,B,0
315.0,47.0,D,0
509.0,21.0,B,0
509.0,32.0,D,0
383.0,47.0,D,0
241.0,47.0,D,0
737.0,47.0,B,0
341.0,20.0,D,0
132.0,20.0,B,0
132.0,16.0,B,0
194.0,19.0,D,0
16.0,42.0,D,0
701.0,28.0,D,0
618.0,25.0,D,0
701.0,47.0,B,0
364.0,47.0,B,0
364.0,16.0,D,0
323.0,47.0,D,0
377.0,42.0,D,0
584.0,20.0,D,0
584.0,28.0,D,0
584.0,42.0,D,0
260.0,28.0,C,0
117.0,47.0,D,0
561.0,47.0,B,0
467.0,28.0,A,0
561.0,20.0,D,0
760.0,47.0,D,0
287.0,42.0,D,0
555.0,21.0,D,0
555.0,24.0,D,0
555.0,25.0,D,0
371.0,32.0,D,0
461.0,42.0,B,0
461.0,47.0,D,0
135.0,42.0,D,0
135.0,16.0,B,0
211.0,42.0,D,0
267.0,47.0,D,0
374.0,47.0,B,0
562.0,20.0,D,0
562.0,28.0,D,0
267.0,12.0,E,0
267.0,16.0,D,0
562.0,47.0,B,0
267.0,28.0,D,0
670.0,12.0,D,0
670.0,21.0,D,0
670.0,25.0,E,0
489.0,32.0,D,0
489.0,42.0,D,0
731.0,12.0,E,0
731.0,16.0,D,0
118.0,42.0,D,0
731.0,47.0,B,0
118.0,16.0,B,0
631.0,16.0,E,0
631.0,20.0,E,0
602.0,25.0,D,0
127.0,20.0,B,0
154.0,28.0,D,0
686.0,12.0,E,0
210.0,21.0,D,0
153.0,20.0,B,0
485.0,19.0,D,0
485.0,25.0,D,0
89.0,16.0,B,0
301.0,42.0,D,0
699.0,47.0,B,0
301.0,47.0,D,0
200.0,21.0,D,0
200.0,19.0,D,0
700.0,16.0,D,0
700.0,42.0,D,0
700.0,47.0,B,0
699.0,42.0,D,0
642.0,42.0,E,0
435.0,19.0,D,0
435.0,47.0,D,0
40.0,42.0,D,0
539.0,42.0,B,0
678.0,32.0,E,0
671.0,12.0,D,0
292.0,16.0,D,0
292.0,20.0,D,0
292.0,42.0,D,0
359.0,47.0,D,0
18.0,16.0,B,0
18.0,28.0,D,0
18.0,42.0,D,0
54.0,47.0,D,0
21.0,47.0,D,0
21.0,42.0,D,0
658.0,21.0,E,0
658.0,25.0,E,0
189.0,47.0,D,0
189.0,12.0,E,0
464.0,12.0,E,0
464.0,20.0,D,0
493.0,19.0,D,0
493.0,32.0,D,0
464.0,42.0,C,0
723.0,20.0,D,0
532.0,47.0,D,0
532.0,28.0,D,0
270.0,42.0,D,0
264.0,21.0,D,0
523.0,42.0,B,0
4.0,19.0,D,0
572.0,24.0,E,0
572.0,32.0,E,0
697.0,47.0,E,0
263.0,47.0,D,0
263.0,16.0,D,0
565.0,47.0,B,0
565.0,12.0,E,0
565.0,20.0,D,0
565.0,42.0,D,0
582.0,47.0,B,0
582.0,47.0,B,0
582.0,16.0,D,0
464.0,47.0,D,0
85.0,47.0,D,0
332.0,47.0,D,0
430.0,42.0,B,0
445.0,42.0,B,0
85.0,12.0,E,0
85.0,16.0,B,0
431.0,32.0,D,0
524.0,42.0,B,0
0.0,47.0,D,0
470.0,28.0,A,0
520.0,12.0,E,0
520.0,42.0,B,0
520.0,47.0,D,0
0.0,32.0,A,0
0.0,28.0,C,0
0.0,12.0,D,0
570.0,12.0,E,0
414.0,47.0,D,0
570.0,47.0,B,0
183.0,47.0,D,0
568.0,24.0,D,0
183.0,21.0,D,0
401.0,12.0,E,0
401.0,16.0,D,0
706.0,28.0,D,0
401.0,47.0,D,0
706.0,47.0,B,0
250.0,19.0,D,0
588.0,20.0,D,0
588.0,42.0,D,0
254.0,47.0,D,0
258.0,32.0,D,0
246.0,21.0,D,0
238.0,21.0,D,0
440.0,20.0,D,0
440.0,42.0,B,0
254.0,16.0,D,0
440.0,47.0,D,0
331.0,20.0,B,0
331.0,21.0,D,0
247.0,47.0,D,0
372.0,47.0,B,0
284.0,20.0,D,0
750.0,16.0,D,0
750.0,42.0,D,0
416.0,24.0,D,0
416.0,42.0,D,0
357.0,16.0,D,0
357.0,47.0,D,0
373.0,32.0,D,0
288.0,16.0,D,0
750.0,47.0,B,0
288.0,47.0,D,0
294.0,47.0,D,0
515.0,42.0,B,0
338.0,16.0,D,0
623.0,20.0,E,0
185.0,21.0,D,0
703.0,47.0,B,0
703.0,12.0,E,0
703.0,20.0,D,0
443.0,28.0,B,0
443.0,42.0,B,0
136.0,20.0,B,0
614.0,32.0,D,0
614.0,21.0,D,0
614.0,24.0,D,0
614.0,25.0,D,0
139.0,16.0,D,0
139.0,42.0,D,0
156.0,20.0,B,0
139.0,47.0,D,0
480.0,42.0,B,0
624.0,47.0,E,0
714.0,47.0,B,0
624.0,42.0,E,0
235.0,21.0,D,0
170.0,47.0,D,0
577.0,47.0,B,0
29.0,19.0,D,0
577.0,42.0,D,0
577.0,12.0,E,0
577.0,16.0,D,0
605.0,42.0,D,0
432.0,47.0,D,0
730.0,12.0,E,0
730.0,16.0,D,0
744.0,47.0,D,0
744.0,42.0,D,0
730.0,47.0,B,0
744.0,16.0,D,0
513.0,19.0,D,0
150.0,20.0,D,0
150.0,42.0,D,0
448.0,47.0,D,0
708.0,20.0,D,0
641.0,20.0,E,0
708.0,47.0,B,0
597.0,42.0,D,0
407.0,24.0,D,0
407.0,25.0,D,0
407.0,16.0,D,0
629.0,42.0,E,0
251.0,47.0,D,0
629.0,47.0,E,0
491.0,42.0,D,0
251.0,20.0,D,0
346.0,21.0,D,0
619.0,47.0,E,0
48.0,16.0,B,0
48.0,19.0,D,0
713.0,20.0,D,0
713.0,47.0,B,0
195.0,12.0,E,0
195.0,42.0,D,0
128.0,16.0,B,0
128.0,42.0,D,0
361.0,47.0,B,0
551.0,42.0,D,0
516.0,24.0,D,0
551.0,47.0,B,0
748.0,42.0,D,0
26.0,16.0,D,0
33.0,42.0,D,0
33.0,19.0,D,0
666.0,24.0,E,0
119.0,47.0,D,0
510.0,32.0,D,0
660.0,47.0,E,0
558.0,47.0,B,0
172.0,42.0,D,0
575.0,42.0,E,0
651.0,25.0,E,0
651.0,32.0,E,0
733.0,12.0,E,0
733.0,16.0,D,0
733.0,42.0,D,0
174.0,16.0,B,0
174.0,42.0,D,0
733.0,47.0,B,0
483.0,25.0,D,0
625.0,32.0,E,0
441.0,42.0,B,0
535.0,12.0,D,0
535.0,16.0,D,0
535.0,28.0,D,0
317.0,47.0,D,0
441.0,20.0,D,0
436.0,42.0,B,0
436.0,20.0,D,0
317.0,16.0,D,0
317.0,28.0,D,0
63.0,42.0,D,0
63.0,16.0,B,0
312.0,32.0,D,0
312.0,16.0,D,0
535.0,47.0,E,0
604.0,42.0,D,0
531.0,47.0,D,0
517.0,42.0,B,0
531.0,28.0,D,0
531.0,42.0,B,0
531.0,16.0,D,0
91.0,12.0,E,0
91.0,42.0,D,0
94.0,28.0,D,0
103.0,47.0,D,0
6.0,42.0,D,0
92.0,16.0,B,0
396.0,28.0,B,0
494.0,47.0,D,0
718.0,47.0,B,0
2.0,20.0,B,0
2.0,42.0,D,0
2.0,12.0,D,0
751.0,47.0,D,0
755.0,47.0,B,0
751.0,42.0,D,0
680.0,42.0,E,0
755.0,20.0,D,0
755.0,42.0,D,0
31.0,47.0,D,0
31.0,12.0,E,0
31.0,20.0,B,0
31.0,28.0,D,0
2.0,47.0,D,0
115.0,47.0,D,0
47.0,19.0,D,0
47.0,21.0,D,0
98.0,12.0,E,0
98.0,47.0,D,0
13.0,16.0,B,0
115.0,16.0,D,0
115.0,28.0,D,0
115.0,42.0,D,0
115.0,12.0,E,0
654.0,25.0,E,0
107.0,16.0,B,0
107.0,42.0,D,0
656.0,25.0,E,0
681.0,24.0,E,0
176.0,47.0,D,0
50.0,47.0,D,0
453.0,20.0,D,0
171.0,28.0,D,0
171.0,42.0,D,0
600.0,25.0,D,0
406.0,47.0,D,0
512.0,42.0,B,0
410.0,47.0,D,0
571.0,47.0,E,0
410.0,16.0,D,0
599.0,28.0,D,0
599.0,42.0,D,0
527.0,47.0,D,0
527.0,28.0,D,0
530.0,24.0,D,0
530.0,25.0,D,0
530.0,32.0,D,0
87.0,20.0,D,0
87.0,42.0,D,0
368.0,19.0,B,0
368.0,21.0,D,0
87.0,12.0,D,0
87.0,16.0,B,0
537.0,28.0,D,0
537.0,42.0,B,0
394.0,47.0,D,0
201.0,47.0,D,0
201.0,42.0,D,0
376.0,47.0,B,0
724.0,42.0,D,0
724.0,47.0,B,0
456.0,42.0,B,0
456.0,19.0,D,0
84.0,42.0,D,0
84.0,12.0,E,0
84.0,28.0,D,0
540.0,20.0,D,0
542.0,47.0,B,0
542.0,12.0,E,0
542.0,16.0,D,0
84.0,47.0,D,0
276.0,42.0,D,0
676.0,21.0,E,0
676.0,32.0,E,0
630.0,47.0,E,0
429.0,12.0,E,0
429.0,28.0,B,0
434.0,42.0,B,0
729.0,20.0,D,0
123.0,16.0,B,0
58.0,19.0,E,0
58.0,21.0,E,0
123.0,47.0,D,0
585.0,42.0,D,0
628.0,42.0,D,0
715.0,12.0,E,0
518.0,24.0,D,0
236.0,16.0,D,0
635.0,42.0,E,0
306.0,19.0,D,0
754.0,47.0,B,0
743.0,16.0,D,0
590.0,25.0,D,0
743.0,47.0,D,0
466.0,16.0,D,0
466.0,20.0,D,0
168.0,16.0,B,0
168.0,42.0,D,0
758.0,47.0,B,0
758.0,42.0,D,0
168.0,47.0,D,0
450.0,32.0,D,0
450.0,47.0,D,0
86.0,42.0,C,0
86.0,16.0,B,0
86.0,20.0,D,0
519.0,42.0,B,0
86.0,47.0,D,0
644.0,20.0,E,0
644.0,42.0,E,0
626.0,47.0,E,0
626.0,42.0,E,0
626.0,16.0,E,0
199.0,19.0,D,0
86.0,20.0,D,0
479.0,25.0,D,0
479.0,32.0,D,0
479.0,19.0,D,0
479.0,24.0,D,0
38.0,16.0,B,0
503.0,12.0,E,0
738.0,20.0,D,0
95.0,21.0,D,0
97.0,16.0,B,0
97.0,47.0,D,0
96.0,47.0,D,0
411.0,47.0,D,0
36.0,12.0,E,0
96.0,12.0,E,0
96.0,16.0,B,0
36.0,47.0,D,0
99.0,20.0,B,0
3.0,12.0,D,0
3.0,28.0,C,0
65.0,12.0,D,0
412.0,42.0,B,0
412.0,19.0,D,0
469.0,47.0,D,0
469.0,42.0,B,0
620.0,20.0,E,0
620.0,28.0,D,0
607.0,20.0,D,0
721.0,47.0,B,0
400.0,19.0,D,0
400.0,32.0,D,0
228.0,47.0,D,0
228.0,42.0,D,0
130.0,16.0,B,0
130.0,20.0,B,0
130.0,42.0,D,0
634.0,47.0,E,0
634.0,28.0,E,0
634.0,42.0,E,0
3.0,47.0,D,0
15.0,20.0,D,0
615.0,42.0,D,0
178.0,16.0,B,0
9.0,19.0,D,0
621.0,20.0,E,0
621.0,42.0,E,0
316.0,47.0,D,0
111.0,47.0,D,0
378.0,20.0,D,0
111.0,42.0,D,0
111.0,16.0,B,0
375.0,47.0,B,0
621.0,47.0,E,0
375.0,42.0,D,0
717.0,47.0,B,0
734.0,47.0,B,0
337.0,16.0,D,0
337.0,20.0,B,0
734.0,20.0,D,0
221.0,42.0,D,0
337.0,47.0,D,0
68.0,47.0,E,0
67.0,16.0,E,0
569.0,47.0,B,0
569.0,42.0,D,0
569.0,12.0,E,0
216.0,19.0,D,0
104.0,47.0,D,0
213.0,16.0,B,0
213.0,42.0,D,0
213.0,47.0,D,0
286.0,16.0,D,0
180.0,47.0,D,0
180.0,20.0,B,0
322.0,25.0,B,0
124.0,42.0,D,0
591.0,16.0,D,0
439.0,16.0,D,0
184.0,47.0,D,0
90.0,12.0,E,0
184.0,28.0,D,0
184.0,42.0,D,0
184.0,20.0,B,0
663.0,25.0,E,0
198.0,21.0,D,0
11.0,20.0,B,0
347.0,16.0,D,0
310.0,47.0,D,0
548.0,12.0,B,0
548.0,47.0,B,0
672.0,12.0,D,0
667.0,42.0,D,0
667.0,12.0,D,0
668.0,12.0,D,0
536.0,28.0,D,0
320.0,42.0,D,0
320.0,47.0,D,0
381.0,47.0,D,0
546.0,12.0,B,0
546.0,42.0,D,0
546.0,47.0,B,0
52.0,19.0,D,1
388.0,19.0,D,1
408.0,19.0,D,1
408.0,24.0,D,1
684.0,21.0,E,1
458.0,32.0,D,1
458.0,42.0,B,1
573.0,25.0,E,1
735.0,16.0,D,1
646.0,32.0,E,1
646.0,21.0,E,1
425.0,19.0,D,1
425.0,42.0,C,1
665.0,25.0,E,1
529.0,19.0,E,1
277.0,42.0,B,1
529.0,25.0,E,1
320.0,16.0,D,1
303.0,19.0,D,1
667.0,20.0,E,1
667.0,25.0,D,1
668.0,19.0,E,1
672.0,24.0,D,1
672.0,25.0,D,1
548.0,42.0,D,1
548.0,20.0,D,1
627.0,16.0,E,1
627.0,25.0,E,1
293.0,42.0,B,1
198.0,19.0,D,1
663.0,24.0,E,1
727.0,42.0,D,1
90.0,21.0,D,1
476.0,20.0,D,1
218.0,19.0,D,1
322.0,32.0,D,1
286.0,42.0,D,1
213.0,20.0,D,1
12.0,21.0,D,1
12.0,16.0,B,1
104.0,21.0,D,1
67.0,20.0,E,1
68.0,28.0,E,1
538.0,16.0,E,1
538.0,28.0,B,1
734.0,42.0,D,1
375.0,20.0,D,1
705.0,20.0,D,1
316.0,16.0,D,1
316.0,19.0,D,1
621.0,16.0,E,1
9.0,20.0,B,1
9.0,21.0,D,1
203.0,21.0,D,1
615.0,20.0,D,1
105.0,16.0,B,1
209.0,21.0,D,1
15.0,16.0,B,1
141.0,25.0,D,1
395.0,21.0,D,1
400.0,28.0,B,1
400.0,24.0,D,1
182.0,20.0,B,1
389.0,19.0,D,1
389.0,21.0,D,1
389.0,24.0,D,1
389.0,25.0,D,1
389.0,32.0,D,1
62.0,21.0,E,1
352.0,15.0,D,1
352.0,20.0,D,1
352.0,21.0,D,1
418.0,24.0,D,1
553.0,24.0,D,1
314.0,42.0,D,1
20.0,20.0,B,1
465.0,19.0,D,1
694.0,32.0,E,1
65.0,42.0,D,1
412.0,24.0,D,1
3.0,16.0,B,1
227.0,19.0,D,1
36.0,20.0,B,1
34.0,16.0,B,1
411.0,20.0,D,1
97.0,20.0,B,1
334.0,16.0,D,1
503.0,19.0,D,1
129.0,16.0,B,1
274.0,32.0,D,1
282.0,19.0,D,1
199.0,21.0,D,1
282.0,21.0,D,1
611.0,32.0,D,1
644.0,25.0,E,1
611.0,24.0,D,1
611.0,25.0,D,1
390.0,28.0,B,1
519.0,24.0,D,1
450.0,24.0,D,1
450.0,19.0,D,1
72.0,20.0,E,1
72.0,25.0,E,1
78.0,28.0,D,1
758.0,20.0,D,1
507.0,25.0,D,1
466.0,28.0,A,1
522.0,25.0,D,1
297.0,42.0,D,1
297.0,20.0,D,1
297.0,21.0,D,1
351.0,21.0,D,1
306.0,32.0,D,1
715.0,42.0,D,1
518.0,25.0,D,1
236.0,19.0,D,1
152.0,20.0,B,1
152.0,42.0,D,1
506.0,25.0,D,1
506.0,32.0,D,1
549.0,21.0,D,1
549.0,32.0,D,1
472.0,25.0,D,1
628.0,21.0,E,1
549.0,19.0,B,1
472.0,19.0,D,1
58.0,25.0,E,1
487.0,32.0,D,1
534.0,19.0,D,1
501.0,25.0,D,1
501.0,28.0,D,1
704.0,32.0,D,1
321.0,32.0,D,1
333.0,19.0,D,1
276.0,16.0,D,1
335.0,19.0,D,1
725.0,20.0,D,1
473.0,25.0,D,1
473.0,32.0,D,1
673.0,21.0,D,1
495.0,42.0,D,1
289.0,42.0,D,1
725.0,25.0,D,1
725.0,32.0,D,1
540.0,28.0,D,1
84.0,20.0,B,1
380.0,20.0,D,1
201.0,20.0,B,1
368.0,32.0,D,1
140.0,19.0,D,1
140.0,21.0,D,1
499.0,24.0,D,1
140.0,25.0,D,1
500.0,19.0,D,1
500.0,24.0,D,1
527.0,42.0,D,1
648.0,19.0,E,1
148.0,21.0,D,1
35.0,20.0,B,1
35.0,25.0,D,1
140.0,25.0,D,1
399.0,24.0,D,1
599.0,20.0,D,1
64.0,25.0,D,1
224.0,42.0,D,1
82.0,21.0,D,1
82.0,25.0,E,1
224.0,16.0,D,1
24.0,20.0,D,1
296.0,19.0,D,1
358.0,19.0,D,1
710.0,21.0,D,1
50.0,20.0,B,1
50.0,16.0,B,1
176.0,20.0,B,1
732.0,21.0,D,1
609.0,42.0,D,1
271.0,42.0,D,1
740.0,21.0,D,1
107.0,20.0,B,1
740.0,32.0,D,1
266.0,19.0,D,1
266.0,32.0,D,1
244.0,42.0,D,1
657.0,32.0,E,1
28.0,19.0,D,1
657.0,25.0,E,1
13.0,21.0,D,1
98.0,20.0,B,1
110.0,20.0,B,1
547.0,25.0,D,1
547.0,19.0,B,1
162.0,20.0,B,1
31.0,42.0,D,1
75.0,20.0,E,1
755.0,25.0,D,1
405.0,24.0,D,1
751.0,20.0,D,1
574.0,32.0,E,1
494.0,42.0,D,1
433.0,25.0,D,1
664.0,25.0,E,1
265.0,42.0,D,1
593.0,21.0,D,1
51.0,19.0,D,1
604.0,24.0,D,1
604.0,32.0,D,1
312.0,21.0,D,1
63.0,21.0,D,1
345.0,16.0,D,1
43.0,19.0,D,1
317.0,21.0,D,1
535.0,42.0,D,1
483.0,19.0,D,1
49.0,19.0,D,1
49.0,20.0,B,1
17.0,20.0,B,1
49.0,21.0,D,1
483.0,24.0,D,1
483.0,32.0,D,1
575.0,25.0,E,1
575.0,32.0,E,1
651.0,21.0,E,1
61.0,20.0,E,1
61.0,16.0,B,1
119.0,28.0,D,1
510.0,24.0,D,1
510.0,25.0,D,1
510.0,28.0,B,1
666.0,32.0,E,1
516.0,28.0,B,1
516.0,32.0,D,1
688.0,32.0,E,1
688.0,21.0,E,1
128.0,20.0,B,1
14.0,42.0,D,1
195.0,19.0,D,1
190.0,19.0,D,1
339.0,21.0,D,1
550.0,25.0,D,1
222.0,21.0,D,1
121.0,25.0,D,1
356.0,20.0,D,1
251.0,16.0,A,1
346.0,20.0,D,1
365.0,21.0,D,1
619.0,25.0,E,1
739.0,25.0,D,1
348.0,19.0,D,1
579.0,21.0,D,1
637.0,16.0,E,1
428.0,19.0,D,1
712.0,25.0,D,1
560.0,20.0,D,1
57.0,16.0,E,1
407.0,19.0,D,1
407.0,28.0,B,1
407.0,32.0,D,1
659.0,20.0,E,1
177.0,19.0,D,1
204.0,19.0,D,1
340.0,16.0,B,1
384.0,19.0,D,1
641.0,25.0,E,1
327.0,16.0,D,1
350.0,20.0,D,1
350.0,21.0,D,1
677.0,21.0,E,1
311.0,19.0,D,1
744.0,20.0,D,1
202.0,19.0,D,1
343.0,20.0,D,1
343.0,42.0,D,1
432.0,42.0,B,1
367.0,21.0,D,1
367.0,24.0,D,1
554.0,42.0,D,1
698.0,25.0,E,1
56.0,21.0,D,1
313.0,19.0,D,1
313.0,20.0,D,1
605.0,32.0,D,1
313.0,42.0,D,1
577.0,20.0,D,1
29.0,25.0,D,1
235.0,16.0,D,1
624.0,16.0,E,1
480.0,24.0,D,1
714.0,20.0,D,1
273.0,16.0,D,1
273.0,42.0,D,1
741.0,20.0,D,1
139.0,20.0,B,1
613.0,20.0,D,1
623.0,16.0,E,1
623.0,28.0,E,1
338.0,21.0,D,1
217.0,19.0,D,1
288.0,21.0,D,1
45.0,42.0,D,1
131.0,19.0,D,1
5.0,25.0,D,1
242.0,24.0,D,1
416.0,25.0,D,1
750.0,20.0,D,1
372.0,42.0,D,1
612.0,42.0,D,1
247.0,19.0,D,1
254.0,42.0,D,1
752.0,42.0,D,1
583.0,24.0,D,1
583.0,25.0,D,1
706.0,20.0,D,1
568.0,21.0,D,1
568.0,25.0,D,1
568.0,32.0,D,1
318.0,16.0,D,1
188.0,21.0,D,1
232.0,16.0,D,1
25.0,21.0,D,1
138.0,20.0,D,1
206.0,19.0,D,1
319.0,16.0,D,1
319.0,20.0,D,1
438.0,32.0,D,1
7.0,16.0,B,1
71.0,19.0,E,1
616.0,20.0,D,1
403.0,42.0,B,1
298.0,42.0,D,1
102.0,20.0,B,1
102.0,21.0,D,1
196.0,21.0,D,1
524.0,25.0,D,1
524.0,32.0,D,1
524.0,19.0,D,1
387.0,28.0,B,1
85.0,20.0,D,1
445.0,32.0,D,1
451.0,19.0,D,1
451.0,24.0,D,1
332.0,21.0,D,1
341.0,16.0,D,1
341.0,19.0,D,1
341.0,21.0,D,1
737.0,12.0,E,1
737.0,42.0,D,1
737.0,16.0,D,1
582.0,42.0,D,1
490.0,32.0,D,1
490.0,19.0,D,1
363.0,42.0,D,1
572.0,19.0,E,1
4.0,25.0,D,1
608.0,42.0,D,1
523.0,24.0,D,1
701.0,20.0,D,1
618.0,32.0,D,1
464.0,16.0,D,1
658.0,32.0,E,1
323.0,42.0,D,1
419.0,28.0,B,1
18.0,20.0,D,1
364.0,42.0,D,1
652.0,21.0,E,1
652.0,25.0,E,1
652.0,32.0,E,1
292.0,19.0,D,1
233.0,16.0,D,1
233.0,19.0,D,1
539.0,28.0,D,1
678.0,21.0,E,1
678.0,24.0,E,1
66.0,20.0,B,1
699.0,16.0,D,1
260.0,42.0,D,1
457.0,42.0,B,1
143.0,25.0,D,1
143.0,20.0,B,1
143.0,21.0,D,1
485.0,24.0,D,1
398.0,19.0,D,1
398.0,25.0,D,1
398.0,42.0,B,1
686.0,32.0,E,1
210.0,24.0,B,1
210.0,25.0,D,1
683.0,21.0,E,1
76.0,28.0,E,1
475.0,42.0,B,1
602.0,21.0,D,1
226.0,19.0,D,1
226.0,21.0,D,1
602.0,32.0,D,1
581.0,25.0,D,1
581.0,21.0,D,1
73.0,21.0,E,1
73.0,25.0,E,1
467.0,24.0,C,1
467.0,32.0,A,1
731.0,20.0,D,1
257.0,24.0,D,1
257.0,32.0,D,1
670.0,32.0,D,1
80.0,28.0,E,1
80.0,21.0,E,1
267.0,42.0,D,1
267.0,20.0,D,1
460.0,19.0,D,1
371.0,19.0,D,1
371.0,24.0,D,1
